982	lachrymose	Inducing tears; sad	adjective	Synonyms: sad, tearful, weepy	This morning the world is not talking about a dubious song by the host, a lachrymose speech or even an appalling outfit.	Most Difficult	FT	
983	lacuna	 an unfilled space or interval; a gap	noun	Synonyms: interval, gap	This insane lacuna in the justice system reflects extreme systemic prejudice by drivers against cyclists, and would be easy enough to fix.	Most Difficult	FT	
984	lambaste	Criticize (someone or something) harshly	verb	Synonyms: castigate, chastise, condemn	Yet the president was lambasted for his otherworldly complacency.	Most Difficult	FT	
985	larceny	 Theft of personal property	noun	Synonyms: stealing, robbery, pilfering	But there are still no checks and balances on its exercise, as the larceny of governors illustrates.	Most Difficult	FT	
986	libertine	a person who rejects accepted opinions in matters of religion	adjective	Synonyms: freethinker, hedonist, profligate	There are aunts for every worldview, from libertine to puritan and from reactionary to radical.	Most Difficult	FT	
988	maelstrom	 a situation or state of confused movement or violent turmoil	noun	Synonyms: turbulence, tumult, turmoil	The execution of its leaders, as much as the Easter Rising itself, triggered a maelstrom of events: a surge of anti-British rage...	Most Difficult	FT	
989	magnate	 a wealthy and influential businessman or businesswoman	noun	Synonyms: industrialist, tycoon, mogul	Several of America’s great industrialists built empires in Pittsburgh, including Andrew Carnegie, a steel magnate. 	Most Difficult	FT	
990	malaproprism	 the mistaken use of a word in place of a similar-sounding one, often with unintentionally amusing effect	noun	Synonyms: misuse, solecism, blunder	And so on down the list of supposed malapropisms. 'You can observe a lot by watching,' means plenty...	Most Difficult	FT	
991	misanthropy	 a dislike of humankind	noun	Synonyms: cynicism, hatred of mankind	[Labour] did not fall into the traps of the old left: confusing individualism for misanthropy...	Most Difficult	FT	
992	monolithic	large, powerful, and intractably indivisible and uniform	adjective	ic=nature of, like</br>Synonyms: inflexible, rigid, unbending	Four things have made Europe a harsher environment for the centre left: its own success, structural change in the economy, a reduced fear of political extremes and the decline of monolithic class groups.	Most Difficult	FT	
994	myopic	nearsighted	adjective	ic=nature of, like</br>Synonyms: short-sighted, insular, small-minded	They are also myopic, judging politicians’ economic management on the basis of only the very recent past.	Most Difficult	FT	
995	nadir	 the lowest point in the fortunes of a person or organization	noun	Synonyms: the all-time low, zero	Between its pre-crisis peak in late 2007 and its nadir at the end of 2009, the economy contracted by 11.2%	Most Difficult	FT	
996	neophyte	 a person who is new to a subject, skill, or belief	noun	Synonyms: beginner, learner, novice	Mr. Gioia also delves into musical theory, in a way that will help both jazz neophytes and experts understand what they are listening to.	Most Difficult	FT	
997	noisome	having an extremely offensive smell; harmful, offensive, destructive: 	adjective	Synonyms: irritating, disagreeable, unpleasant	The noisome odor of the dump carried for miles.	Most Difficult	FT	
998	nostrum	 a pet scheme or favorite remedy, especially one for bringing about some social or political reform or improvement	noun	Synonyms: cure, prescription, answer	It became a nostrum among rank-and-file Republicans that mainstream opinion polls are biased and should be ignored...	Most Difficult	FT	
999	occlude	Stop, close up, or obstruct	verb	Synonyms: block, cover, shut in	Mars will be as far away as 370m kilometres in 2013, and occluded for two weeks by the sun to boot...	Most Difficult	FT	
1000	paean	 a song of praise or triumph	noun	Synonyms: song of praise, hymn, alleluia	It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project,' Tony Judt, a British historian, lamented in 'Ill Fares the Land', a paean to social democracy he dictated on his death bed.	Most Difficult	FT	
1001	panoply	 a complete or impressive collection of things	noun	Synonyms: array, range, collection	The panoply of restrictions results in greater disenfranchisement,' the ruling read, 'than any of the law’s provisions individually.'	Most Difficult	FT	
1002	pastiche	 an artistic work consisting of a medley of pieces taken from various sources	noun	Synonyms: mixture, blend, medley	Both enjoyed producing small articles and pastiches, she for the college magazine, he for avant-garde publications...	Most Difficult	FT	
1003	paucity	 the presence of something only in small or insufficient quantities or amounts	noun	Synonyms: scarcity, sparseness, dearth	Yet the paucity of businesses is not due to a shortage of opportunities to make money.	Most Difficult	FT	
1004	pellucid	Lucid in style or meaning; easily understood	adjective	Synonyms: comprehensible, understandable	Turning a crowd from hostility to adoration through pellucid, charismatic truthtelling is a venerable Hollywood trope...	Most Difficult	FT	
1005	phalanx	 a body of troops or police officers standing or moving in close formation	noun		A collection of giant slabs surrounded by thick iron railings, protected by a phalanx of armed guards...	Most Difficult	FT	
1006	philistine	 A person who is hostile or indifferent to culture and the arts	noun	Synonyms: oaf, anti-intellectual, boor	By choosing such an unimpeachably serious and artistic project as its first film production, the company has made anyone who grumbles seem like a philistine.	Most Difficult	FT	
1007	pique	 a feeling of irritation or resentment resulting from a slight	noun	Synonyms: annoyance, displeasure, indignation	The Russians have responded with predictable pique—just as many refused to condemn the violence of their football hooligans...	Most Difficult	FT	
1008	polemic	 a strong verbal or written attack on someone or something	noun	ic=nature of, like</br>Synonyms: diatribe, invective	Marion Nestle's heavyweight polemic against Coca-Cola and PepsiCo comes at an odd moment for the industry.	Most Difficult	FT	
1009	précis	 a summary or abstract of a text or speech	noun	Synonyms: synopsis, summation	His latest book, 'Intuition Pumps and Other Tools for Thinking', is a précis of those 50 years, distilled into 77 readable and mostly bite-sized chapters.	Most Difficult	FT	
1010	prosaic	Commonplace; unromantic	adjective	ic=nature of, like</br>Synonyms: ordinary, everyday	However, while it is large-scale evacuations at times of crisis that grab attention, the biggest risks that business travellers face are more prosaic.	Most Difficult	FT	
1011	pundit	 an expert in a particular subject or field who is frequently called on to give opinions about it to the public	noun	Synonyms: authority, adviser	And yet the prevailing view among pundits is that Russia is indeed back in Asia.	Most Difficult	FT	
1012	querulous	Complaining in a petulant or whining manner	adjective	Synonyms: pettish, touchy, testy	Their querulous, hostile or annoyed faces recur in her work from the late 1950s.	Most Difficult	FT	
1013	quiescence	 a state or period of inactivity or dormancy	noun	Synonyms: inactivity, inertia, latency	Horrible conditions do not guarantee revolts, and moderately bad conditions do not necessarily thwart them. The question is what to make of the relative quiescence of America’s poor.	Most Difficult	FT	
1014	quixotic	exceedingly idealistic; unrealistic and impractical	adjective	ic=nature of, like</br>Synonyms: unrealistic, impractical, romantic	In one chapter... the director probes some of the quixotic visionaries driving the digital revolution forward.	Most Difficult	FT	
1015	raconteur	 a person who tells anecdotes in a skillful and amusing way	noun	Synonyms: storyteller, spinner of yarns	The latest continental raconteur eager to spin Ireland’s tale is the European Union.	Most Difficult	FT	
1016	redress	 remedy or compensation for a wrong or grievance	noun	Synonyms: reparation, restitution, recompense	There must be redress by an independent tribunal for those who have been mistreated.	Most Difficult	FT	
1017	repast	 a meal	noun	Synonyms: feast, banquet	Lunchtime, it is held, would be the optimal time to invade France. Little can distract a Frenchman from his sacred noonday repast.	Most Difficult	FT	
1018	ribald	Referring to sexual matters in an amusingly rude or irreverent way	adjective	Synonyms: bawdy, indecent, risqué	When challenged... about human rights in Chechnya, he replied with a ribald offer to arrange for the questioner's Islamic circumcision.	Most Difficult	FT	
1019	rococo	Characterized by an elaborately ornamental late baroque style of decoration	adjective		‘The building, which once served as the local town hall, boasts rococo wall carvings, a statue of Pallas Athena...	Most Difficult	FT	
1020	sanguine	"Optimistic or positive, especially in an apparently bad or difficult situation. cheerful; confident: ""Her sanguine attitude put everyone at ease.""(Sangfroid (noun) is a related French word meaning unflappibility. Literally, it means cold blood)"	adjective	Synonyms: hopeful, buoyant, assured	Some fear a future of mass unemployment. Others are sanguine that people will have time to adapt.	Most Difficult	FT	
1021	scintilla	 a tiny trace or spark of a specified quality or feeling	noun	Synonyms: particle, iota, smidgen	After a scintilla of regret over lost youth, to turn 50 should be to enter the prime of life, with a plenitude of projects and achievements.	Most Difficult	FT	
1022	semantic	Relating to meaning in language or logic	adjective	ic=nature of, like</br>Synonyms: lingual, semasiological	Semantic parsing also ensued over whether the modifier 'meaningful' is significantly (or meaningfully) different from 'significant.'	Most Difficult	FT	
1023	sobriquet	 a person’s nickname	noun	Synonyms: appellation, moniker	This provoked widespread debate about the role of intellectual property and earned him the sobriquet 'Champion of Patents.'	Most Difficult	FT	
1024	soporific	Tending to induce drowsiness or sleep	adjective	ic=nature of, like</br>Synonyms: sleep-inducing, somnolent, sedative	In the soporific heat you would be forgiven for thinking that time had forgotten the New Jersey-sized nation.	Most Difficult	FT	
1025	supine	Failing to act as a result of moral weakness or indolence;  laying back with the face upward (opposite position to prone)	adjective	Synonyms: weak, spineless	Last year Shinzo Abe, the prime minister, brought in a corporate-governance code which...requires hitherto supine institutional investors to keep a close eye on firms they invest in.	Most Difficult	FT	
1026	synoptic	Taking or involving a comprehensive mental view	adjective	Synonyms: concise, succinct, compressed	They were mind-expandingly right in their synoptic vision, if frequently inexact and sometimes mistaken in their specifics.	Most Difficult	FT	
1027	toady	Act in an obsequious way	verb	Synonyms: be servile towards, grovel to	Britain’s Conservative government is accused of sacrificing the steel industry to toady up to China.	Most Difficult	FT	
1028	truculent	Eager or quick to argue or fight	adjective	Synonyms: defiant, aggressive	Mr. Boehner, having abandoned his long battle with his party’s truculent right-wingers and announced his resignation in September, wanted to ‘clear the barn’ for his successor.	Most Difficult	FT	
1029	turgid	(of language or style) tediously pompous or bombastic	adjective	Synonyms: overblown, inflated, grandiose	It promotes a cult of personality around Mr. Baghdadi. It churns out turgid propaganda about repaired bridges and newly opened schools.	Most Difficult	FT	
1030	tyro	 a beginner or novice	noun	Synonyms: learner, neophyte, newcomer	 They easily took advantage of the tyro.	Most Difficult	FT	
1031	umbrage	 Offense or annoyance	noun	Synonyms: insult, affront	Petro Poroshenko, Ukraine’s president, takes umbrage at charges that reforms are lagging.	Most Difficult	FT	
1032	verdant	(of countryside) green with grass or other rich vegetation	adjective	Feom French : Vert-= green<br>Synonyms: leafy, grassy, lush	The Holey Artisan Bakery... overlooking a placid lake in Dhaka, was a foodie’s labour of love in a verdant corner of the chaotic capital.	Most Difficult	FT	
1033	virulent	extremely severe or harmful in its effects	adjective	Synonyms: toxic, deadly, destructive	‘A more likely catastrophe, Mr. Rawles believes, would be a pandemic virulent enough to cause the breakdown of the national sewerage system as well as the grid.	Most Difficult	FT	
1034	vitriol	 Cruel and bitter criticism	noun	Synonyms: venom, nastiness	Given the vitriol that has followed the film since its inception, it does well simply not to be a colossal misstep.	Most Difficult	FT	
1035	vociferous	(Especially of a person or speech) vehement or clamorous	adjective	Synonyms: blatant, clamorous, noisy	Ten weeks of ever-more vociferous argument, claims and counterclaims stretch between now and June 23rd, when the vote will take place.	Most Difficult	FT	
1036	xenophobia	 Intense or irrational dislike or fear of people from other countries	noun		Denk will not win more than a few seats in next year’s general election, but it is posing a crucial question: at a time of rising xenophobia, can Europe’s minorities rely on the broad centre-left parties for which they usually vote?	Most Difficult	FT	
1037	yoke	 a wooden crosspiece that is fastened over the necks of two animals and attached to the plow or cart that they are to pull	noun	Synonyms: bond, tie, subjection	The existential consequences of throwing off the yoke of religion is debated in many countries.	Most Difficult	FT	
1038	ambi 	both sides 	Greek/Latin root		ambidextrous (both-handed)</br>ambivalent (be in 2 minds)	Root words	Aristotle	
1040	am</br> ami	love	Greek/Latin root		amiable -friendly</br> pleasant</br> lovable</br>amicable =characterized by friendliness</br>amity -friendly and peaceful relations</br> amorous -showing romantic love    </br>enamored=inflamed with love</br>captivated	Root words	Aristotle	
1041	avi	bird	Greek/Latin root		Aviary =a large enclosure for birds     Aviatrix =a female airplane pilot      Aviation =the art of designing or operating aircraft	Root words	Aristotle	
1043	cog	to know	Greek/Latin root		Cognizant=fully informed</br> conscious</br>cognition =process of acquiring knowledge</br> incognito =disguised so no one knows you</br>recognize =to discover that one knows</br> cogitate =to think carefully about	Root words	Aristotle	
1044	col</br> con</br> com	with 	Greek/Latin root		collaborate=to work together   collision =smashingtogether   colloquial -words formed by everyday interaction    commemorate =to memorize together commune=living together while owning things in common   concomitant=accompanying    concur =to agree with someone	Root words	Aristotle	
1045	dol	pain</br> suffering	Greek/Latin root		Condolence = expression of sympathy</br> Indolence = a state of being lazy or slothful</br> Doleful = sorrowful</br> mournful</br>Dolorous = full of pain or sorrow	Root words	Aristotle	
1046	dys	abnormal</br> bad	Greek/Latin root		dyspepsia =abnormal indigestion</br>dystopia =an imaginary place of total misery</br>dyslexia =impairmentof the ability to handle word</br>dysfunctional =poorly functional	Root words	Aristotle	
1047	eu	good</br> well	Greek/Latin root		euphemism =replacing an offensive word with an inoffensive one</br>euphony =having a pleasant sound</br>euphoria =feeling of well=being</br>eulogy =speech in praise of someone</br>eugenics =the study of hereditary improvement of a race	Root words	Aristotle	
1048	extra	outside</br> beyond	Greek/Latin root		extraordinary =beyond ordinary</br>extraterrestrial =outside the Earth</br>extrovert =an outgoing person</br>extradite =to hand over an accused to the state where crime was committed	Root words	Aristotle	
1049	gen</br>o</br>e</br>genesis	birth</br> gender</br> family</br> kind</br> race (genre)	Greek/Latin root		genealogy =the study of the history of a family</br>generation =all the people born at approx the same</br>genetic =relating to heredity encoded in the genes</br> Congenital =existing from birth	Root words	Aristotle	
1050	grat	pleasing	Greek/Latin root		gratify =to pleasesomeone</br>grateful =feeling thankful </br>gratuity =a tip</br> token of appreciationin</br>gratiate =to bring oneself into the favor ofanother by deliberate efforts	Root words	Aristotle	
1051	loc</br> loq	speak	Greek/Latin root		Grandiloquent =pompous or inflated in language            eloquent =speaking beautifully and forcefully        loquacio loquacious =very talkative                          circumlocution=roundabout talk                 elocution =art of clear & expressive speaking	Root words	Aristotle	
1052	mal</br> male	bad</br> evil</br> ill 	Greek/Latin root		malfunction=not functioning properly</br>malevolence=ill will</br>malicious =showing strong ill will</br>malediction=a curse</br>malign=to speak ill about someone</br>maladroit =clumsy</br> tactless	Root words	Aristotle	
1053	meta	beyond</br> change</br> between	Greek/Latin root		metaphysics =study of nature and reality</br>metamorphosis =a complete change of form</br>metastasis =the transmission of disease to other parts of the body.	Root words	Aristotle	
1054	morph	shape</br> form	Greek/Latin root		metamorphosis =complete change of form</br>morphology =the branch of biology that deals with the structure & form of organisms</br>amorphous =without distinct shape or form	Root words	Aristotle	
1055	nat	born	Greek/Latin root		innate =included since birth</br>nascent =starting to develop </br>natal =relating to birth</br>natural =gotten at birth</br> not afterward	Root words	Aristotle	
1056	ob</br> op	against</br> opposition</br> 	Greek/Latin root		object =to be against something</br>obscure =hard to understand</br>obstruct=hinder</br>obfuscate=confuse</br> darken</br>obtuse –not sharp</br> dull</br>obstreperous –noisly defiant.Unruly	Root words	Aristotle	
1057	omni	all	Greek/Latin root		omnipotent =with all the power</br>omniscient =knowing all things</br>omnipresent=present everywhere</br>omnivorous =eating all foods	Root words	Aristotle	
1058	pan	all</br> any</br> everyone	Greek/Latin root		panacea =a cure for all diseases or problems</br>panorama =an allaround view</br>pantheism =the worship of all gods</br>pandemic =affecting all	Root words	Aristotle	
1059	path	feeling</br> emoition	Greek/Latin root		empathy=identification with & understanding of another’s feeling</br>sapathy =a lack of feeling or interest</br>sympathy=harmony or agreement</br> sharing someone’s feelings</br>antipathy=a feeling of great dislike	Root words	Aristotle	
1060	purge	clean	Greek/Latin root		Purge =remove anything undesirable</br>purgatory =according to Roman Catholics a placewhere souls must clean themselves of sin</br>expurgate =remove objectionable passages from a publication	Root words	Aristotle	
1061	sci	to know	Greek/Latin root		conscience =sense of knowing right from wrong</br>conscious =knowing what is happening</br>omniscient =knowing everything</br>prescient =ability to perceive events before they occur	Root words	Aristotle	
1062	somn	sleep	Greek/Latin root		insomnia =inability to fall asleep</br>somniloquy =talking in one’s sleep</br>somnolent =feeling sleepy</br>Somnambulist=sleep walker	Root words	Aristotle	
1063	theo	god	Greek/Latin root		monotheism =belief in one god</br>polytheism =worshiping more than one God</br>theology =the study of religion</br> god</br> etc</br>theocracy=Form of govt where religion is the guiding principle	Root words	Aristotle	
1064	tractable	pull	Greek/Latin root		attract =to pull nearer</br>distract =to drag attention away fromsomething</br>Intractable=stubborn	Root words	Aristotle	
1065	ver	truth	Greek/Latin root		veracious =truthful</br> honest </br>veracity =the truth </br>verify =to make sure that something is true </br>veritable </br>averasseverate	Root words	Aristotle	
1066	viv	life	Greek/Latin root		Vivid=livelyrevival =the act of bringing back to life</br>vital =pertaining to live</br>vivacious =high-spirited and full of life</br>convivial=sociable	Root words	Aristotle	
1067	ger	old age	adjective		geriatrics =medicine pertaining to the elderly          gerontocracy =the rule of the elders          gerontology =the science of aging.		SMB	
1068	grand				grandeur=the quality of being grand/magnificient </br>grandiose=pretentiously grand </br>aggrandize=to make something appear bigger or greater </br>grandiloquent=pompous or bombastic 		SMB	
1069	vac	empty	Greek/Latin root		evacuate =to empty a dangerous place</br>vacant =empty</br> not occupied</br>acation =a time without work</br>vacuous =lacking intelligence	Greek/Latin 	MSU	
1070	belli	war	Greek/Latin root		bellicose =warlike in manner or temperament</br> belligerent =hostile</br> ready to fight</br>rebel =person who opposes and fights	Greek/Latin 	Manhattan	
1073	cis	cut	Greek/Latin root		incision</br> precision	Greek/Latin 	Manhattan	
1074	cosm	order</br> world	Greek/Latin root		cosmos</br> microcosm 	Greek/Latin 	Manhattan	
1075	cycl	circle	Greek/Latin root		cycle</br> cyclone	Greek/Latin 	Manhattan	
1077	dict	word</br> speak</br> say	Greek/Latin root		dictate</br> dictation</br> dictator	Greek/Latin 	Manhattan	
1078	duc</br> duct	carry</br> lead	Greek/Latin root		conduct</br> conducive	Greek/Latin 	Manhattan	
1079	fac</br> fact	do</br> make	Greek/Latin root		facsimile</br> manufacture	Greek/Latin 	Manhattan	
1080	fect	do</br> make	Greek/Latin root		perfect	Greek/Latin 	Manhattan	
1081	form	shape	Greek/Latin root		uniform</br> reform	Greek/Latin 	Manhattan	
1082	fort	strong	Greek/Latin root		fortify</br> fort</br> fortifications</br> 	Greek/Latin 	Manhattan	
1086	log</br> logy	speech</br> study of dialog	Greek/Latin root		analogy	Greek/Latin 	Manhattan	
1087	man</br> manu	hand	Greek/Latin root		manage</br> manual  	Greek/Latin 	Manhattan	
1088	mater</br> matri	mother</br> home	Greek/Latin root		matriarch</br> maternity	Greek/Latin 	Manhattan	
1089	medi	middle	Greek/Latin root		median</br> mediocre	Greek/Latin 	Manhattan	
1091	multi	many	Greek/Latin root		multiply	Greek/Latin 	Manhattan	
1092	nom</br> nym	name	Greek/Latin root		nominate</br> synonym  	Greek/Latin 	Manhattan	
1093	pater</br> patri	father	Greek/Latin root		paternal</br> patriarch	Greek/Latin 	Manhattan	
1094	pathy	feeling</br> suffering	Greek/Latin root		sympathy	Greek/Latin 	Manhattan	
1097	scend	climb	Greek/Latin root		ascend</br> descend	Greek/Latin 	Manhattan	
1098	script	written language	Greek/Latin root		postscript	Greek/Latin 	Manhattan	
1099	secut	follow	Greek/Latin root		consecutive</br> non sequitur	Greek/Latin 	Manhattan	
1100	sent	feel</br> think	Greek/Latin root		sentient</br> consent</br> sentiment	Greek/Latin 	Manhattan	
1101	sequ	follow	Greek/Latin root		sequence</br> subsequently	Greek/Latin 	Manhattan	
1102	tact	touch	Greek/Latin root		contact</br> tactless (without feeling)	Greek/Latin 	Manhattan	
1103	tempor	time	Greek/Latin root		contemporary	Greek/Latin 	Manhattan	
1104	tract	pull</br> draw out	Greek/Latin root		tractor</br> attractive	Greek/Latin 	Manhattan	
1105	trans	across</br> move	Greek/Latin root		transit</br> transient	Greek/Latin 	Manhattan	
1106	vene	assemble</br> meet	Greek/Latin root		convene	Greek/Latin 	Manhattan	
1107	vent	come</br> go	Greek/Latin root		advent  	Greek/Latin 	Manhattan	
1108	vers	turn	Greek/Latin root		reverse</br> versatile	Greek/Latin 	Manhattan	
1109	vert	turn	Greek/Latin root	"Do NOT confuse with French ""vert""</br> which means green"	convert	Greek/Latin 	Manhattan	
1110	voc</br> vok	voice</br> call	Greek/Latin root		vocal</br> revoke	Greek/Latin 	Manhattan	
1111	vox	vox populi	Greek/Latin root		'voice of the people'	Greek/Latin 	Manhattan	
1112	gullible	easily persuaded to believe something	adjective		The gullible little boy gave his older sister all of his allowance because she told him she would buy a pony for him.	Common GRE	Kaplan	
1113	volu</br> volve	turn</br> roll	Greek/Latin root		revolution	Greek/Latin 	Manhattan	
1115	lethargic	lacking energy	adjective	ic=nature of, like</br>	It’s not uncommon to feel lethargic for weeks or even months after major surgery.	Common GRE	Kaplan	
1116	paradox	a statement that contradicts itself but might be true	noun		The fact that the retired teacher claimed to hate all pets but adopted seven cats is an intriguing paradox.	Common GRE	Kaplan	
1117	pedant	a person who makes an excessive display of learning	noun		Professor Blackwell, a well-known pedant, required his pre-med students to speak in Latin throughout the entire semester.	Common GRE	Kaplan	
1118	acro</br>akro	at the top</br>at the end</br>  outermost;  excellent	Greek/Latin root	"a sub of the Greek</br> PIE root ""ac"": be sharp</br> rise (out) to a point</br> pierce.  "	acrobat(one that goes high/to the limit)</br> acromegaly=growth disease( highest size (mega))</br> acronym(sharp name=use of first letters)</br> acrophobia(fear of heights)</br> acropolis(city at the top)</br>  	Root words	SMB	
1120	desiccate	remove the moisture from (something)	verb		The heat and energy from the sun can desiccate even the most hearty plants.	Common GRE	Kaplan	
1121	enervate	cause (someone or something) to feel drained of energy; weaken	verb	Enervate is ONE OF THE 5 MOST COMMON MISTAKES made in the GRE!	The boxer used a swift left uppercut to the jaw to enervate his opponent.	Common GRE	Kaplan	
1122	engender	to produce, cause, or give rise to (something)	verb		Political debates can engender controversy regarding the subjects discussed.	Common GRE	Kaplan	
1123	fervid	intensely enthusiastic or passionate	adjective		The child showed a fervid fascination for superheroes, pouring over comic books for hours.	Common GRE	Kaplan	
1124	garrulous	excessively talkative	adjective		The garrulous hair stylist talked to each customer for hours at a time.	Common GRE	Kaplan	
1125	ingenuous	innocent and unsuspecting	adjective		The scam artist preyed on ingenuous nursing home residents.	Common GRE	Kaplan	
1126	loquacious	tending to talk a great deal	adjective		The loquacious professor was known for his five-hour lectures.	Common GRE	Kaplan	
1127	lucid	very clear and easy to understand	adjective		The lecture was lucid and straightforward, allowing the students to fully grasp the concepts presented.	Common GRE	Kaplan	
1128	misanthrope	a person who dislikes humankind	noun		The neighborhood misanthrope surrounded his yard with barbed wire to keep people away.	Common GRE	Kaplan	
1129	para	"1. Greek origin = alongside</br>coming from</br>  beyond; altered; contrary; irregular</br> abnormal</br>             2. Latin origin =""defense</br> protection against; that which protects from</br>"""	Greek/Latin root	"1. GREEK origin : parallel (alongside each other)</br> paramedic (someone alongside a medic)</br>paraphrase (restatement=coming  phase)</br> parastatal (organisation that runs alongside state organisation)</br>paresis (altered ie</br> partial paralysis)</br> paralegal(one trained in subsidiary legal matters ""alongside legal"")</br> parameter (used alongside to measure system)</br> paraplegic (to be struck on the one side - eg lower side</br> left side)</br> paranormal (beyond normal)</br>parasite (alongside food)"	2. LATIN origin : </br>parachute (protect from falling)</br> parasol (protect from sun)</br> 	Greek/Latin 	SMB	
1130	placate	to make (someone) less angry or hostile	verb		A parent may decide to placate a baby with a pacifier.	Common GRE	Kaplan	
1131	vacillate	to waver between different opinions or actions	verb		Undergraduate students often vacillate among various majors before deciding which degree to pursue.	Common GRE	Kaplan	
1132	venerate	regard with great respect	verb		To venerate the fire chief’s forty years of service, the department held a special banquet.	Common GRE	Kaplan	
1133	volatile	likely to change rapidly and unpredictably	adjective		It is possible for a country’s political climate to remain volatile for decades.	Common GRE	Kaplan	
1134	waver	to go back and forth between choices or opinions	verb		Some citizens vote solely along party lines and never waver in their political decisions.	Common GRE	Kaplan	
1137	agr	field	Greek/Latin root		agriculture</br> 	Latin words	nko	
1138	alt	High	Greek/Latin root		alto (high pitched singer)</br>	Latin words	nko	
1139	alter	other	Greek/Latin root		alter-ego</br> alternative</br> alternate</br> 	Latin words	nko	
1141	anim	life spirit	Greek/Latin root		animation	Latin words	nko	
1142	ann</br> annu</br> enni	year	Greek/Latin root		annual</br> 	Latin words	nko	
1144	aper	open	Greek/Latin root		aperture	Latin words	nko	
1145	apt	fit	Greek/Latin root		aptitude</br> apt</br> 	Latin words	nko	
1148	aster</br> astr	star	Greek/Latin root		astral</br> astronomy	Latin words	nko	
1153	ambul	walk</br> move	Greek/Latin root		ambulance	Latin words	nko	
1155	arbor	tree	Greek/Latin root		arboreal(pertaining to trees)</br> arboretum(where trees are culitivated)</br> arborcide(killing of trees)	Latin words	nko	
1157	apo</br> apho	away</br> off</br> separate	Greek/Latin root		apogee (furthest away)	Latin words	nko	
1158	bas	low	Greek/Latin root		bass</br> base</br> basement</br> bas-relief</br> 	Latin words	nko	
1163	brev	brief</br> short	Greek/Latin root		brevity</br> 	Latin words	nko	
1164	bar	pressure</br> weight	Greek/Latin root		barometer	Latin words	nko	
1165	burs	pouch</br> purse	Greek/Latin root		bursary(stipend) </br> bursar(treasurer of a college)	Latin words	nko	
1166	cad</br> cas	fall	Greek/Latin root		cascade</br> 	Latin words	nko	
1167	cand	white</br> shining	Greek/Latin root		candescent(shining)</br> candella	Latin words	nko	
1168	cap</br> capt</br> cept	take</br> hold	Greek/Latin root	"In old legal documents determining seizure of assets</br> the header was entitled ""document of caption""- which eventually led to the word caption being used to mean as a short summary text "	captivity</br> captive</br> capture</br> captious(seizes any opportunity to talk a lot about little faults)</br> captivation (taken hold by  beauty or excellence)</br> 	Latin words	nko	
1169	capit	head</br> main	Greek/Latin root		capitulate</br> 	Latin words	nko	
1170	carn	flesh/плоть	Greek/Latin root		carnivor</br> 	Latin words	nko	
1173	cent	hundred	Greek/Latin root		centimeter</br> centurion</br> cent</br> 	Latin words	nko	
1174	chrom	color	Greek/Latin root		chromograph</br> 	Latin words	nko	
1175	chron	time	Greek/Latin root		chronology</br> 	Latin words	nko	
1177	clin	lean</br> bend	Greek/Latin root	"word-forming element meaning ""slope</br> slant</br> incline"	incline</br> decline</br> recline</br> clinometer</br> 	Latin words	nko	
1180	card	heart	Greek/Latin root		cardio</br> 	Latin words	nko	
1184	curr</br> curs	run	Greek/Latin root		current</br> courier</br> 	Latin words	nko	
1185	cata	down</br> against completely</br> intensive</br> according to	Greek/Latin root		catabatic wind(downslope)</br> catapult(throw against intensely) catastrophe(intense against what is expected)</br> catoptric(pertaining to mirrors)</br> cataclysm(flood=intensive washing)</br> cataclasm(great breaking down)</br> cathode(lower negative pole)</br> catheter(lets  down liquid out of body)</br> catacomb(underground burial place)</br> 	Latin words	nko	
1186	caust</br> caut	to burn	Greek/Latin root		caustic soda</br> 	Latin words	nko	
1187	cerebr	brain	Greek/Latin root		cerebral</br> 	Latin words	nko	
1188	cert	sure	Greek/Latin root		certitude</br> certain</br> 	Latin words	nko	
1189	chrys	gold</br> yellow	Greek/Latin root		chrysthanium	Latin words	nko	
1190	cruc	cross	Greek/Latin root		crucify</br> 	Latin words	nko	
1193	dec	ten	Greek/Latin root		decade</br> decennial</br> 	Latin words	nko	
1195	derm	skin	Greek/Latin root		dermatologist	Latin words	nko	
1198	dign	worthy	Greek/Latin root		dignity</br> 	Latin words	nko	
1200	dorm	sleep	Greek/Latin root		dormitory</br> dormant</br> 	Latin words	nko	
1202	don	give	Greek/Latin root		donor</br> 	Latin words	nko	
1203	dur	harden</br> to last</br> lasting	Greek/Latin root		durable</br> 	Latin words	nko	
1205	equ	equal	Greek/Latin root			Latin words	nko	
1206	fac</br> fact</br> fect	make</br> do	Greek/Latin root			Latin words	nko	
1207	fer	bear</br> carry/нести</br> передавать	Greek/Latin root			Latin words	nko	
1208	fid	faith</br> truth	Greek/Latin root		fidelity</br> 	Latin words	nko	
1209	fin	end	Greek/Latin root		finish</br> 	Latin words	nko	
1210	flect</br>flex	bend	Greek/Latin root		deflect</br> reflect</br> reflection</br> 	Latin words	nko	
1213	frag</br> fract	break	Greek/Latin root		fragment</br> fractify</br> fraction</br> fractal	Latin words	nko	
1214	fug	flee</br>	Greek/Latin root		fugitive</br> 	Latin words	nko	
1215	fus	pour</br>	Greek/Latin root			Latin words	nko	
1216	e	out</br> away	Greek/Latin root		emigration	Latin words	nko	
1217	em</br> en	into</br> cover with</br> cause	Greek/Latin root			Latin words	nko	
